content_cost_ratio,competitor_moves,price_increase_pct,bundle_member,tenure_months,engagement_hours,support_tickets,region,plan_type,churn
0.454,0,3.09,0,40,30.7,0,APAC,Standard,0
0.514,1,5.79,1,2,40.9,0,APAC,Basic,0
0.628,1,3.26,1,21,44.3,0,NA,Premium,0
0.591,2,0.64,1,8,62.4,1,NA,Standard,0
0.478,3,0.94,0,62,47.0,0,NA,Standard,0
0.533,2,2.25,0,12,30.2,2,NA,AdTier,1
0.52,3,0.17,1,6,88.8,1,APAC,AdTier,0
0.537,3,3.61,0,47,39.7,0,EU,Standard,1
0.478,5,5.71,1,18,26.9,0,APAC,Premium,0
0.515,3,1.85,1,28,7.3,0,EU,Standard,0
0.424,0,3.15,0,70,46.8,0,EU,Standard,0
0.528,2,2.14,1,22,58.8,1,EU,Premium,0
0.547,3,1.74,0,38,22.2,0,EU,Standard,1
0.506,2,3.38,1,22,57.5,0,NA,Basic,0
0.423,4,1.67,0,28,46.7,1,NA,Premium,0
0.579,1,1.38,0,1,9.5,2,NA,Standard,1
0.542,0,0.0,0,15,57.5,0,LATAM,Standard,0
0.476,1,3.13,0,1,39.7,1,APAC,Basic,1
0.503,1,5.13,1,11,22.5,1,NA,AdTier,0
0.43,0,4.41,0,10,64.1,1,NA,Premium,0
0.458,1,5.98,0,61,63.8,0,APAC,Premium,0
0.488,2,1.65,0,17,22.0,0,EU,Standard,1
0.594,3,4.7,1,33,50.9,0,NA,Basic,0
0.482,1,0.79,0,14,49.1,1,APAC,AdTier,0
0.558,3,4.42,0,95,43.6,0,APAC,Basic,0
0.488,2,6.29,1,27,34.7,0,NA,Premium,0
0.535,1,4.0,1,3,42.0,0,APAC,Standard,1
0.512,1,6.32,1,20,63.8,1,APAC,Standard,1
0.572,3,1.8,1,74,53.2,0,EU,Standard,0
0.488,1,2.73,0,5,6.4,0,APAC,Standard,0
0.426,4,1.17,1,22,2.1,0,NA,Premium,0
0.437,1,3.07,0,12,7.9,0,EU,Premium,0
0.488,1,3.54,0,5,17.8,1,APAC,Basic,0
0.445,3,3.05,0,27,29.9,0,EU,AdTier,1
0.545,1,2.05,0,11,35.9,0,EU,Premium,0
0.492,1,2.02,0,27,43.7,0,EU,Premium,0
0.662,2,3.69,0,6,44.3,0,EU,Standard,1
0.416,1,2.68,1,13,44.0,1,APAC,Premium,0
0.532,0,0.7,1,31,67.9,0,APAC,Premium,0
0.452,1,0.0,0,17,11.5,2,APAC,Standard,0
0.49,1,1.81,0,12,51.7,1,LATAM,Basic,1
0.528,3,0.24,0,9,51.6,1,EU,Standard,1
0.4,0,1.33,0,7,19.7,0,EU,Premium,0
0.534,1,2.15,1,10,55.7,2,NA,Standard,0
0.634,1,2.71,0,1,52.5,0,NA,AdTier,1
0.493,1,1.67,0,84,44.1,1,NA,AdTier,0
0.536,2,7.38,0,16,0.0,0,NA,Premium,0
0.581,0,0.48,0,13,64.3,0,EU,Basic,0
0.51,1,5.42,0,42,49.5,1,LATAM,Standard,0
0.485,0,2.67,1,23,53.1,1,APAC,AdTier,0
0.4,1,1.68,1,28,0.0,0,APAC,Standard,0
0.558,0,4.18,0,75,34.4,1,NA,Basic,1
0.513,2,2.09,1,11,16.3,0,NA,Standard,0
0.459,4,1.39,1,9,70.9,3,NA,Standard,0
0.528,2,6.58,0,8,22.9,1,EU,Premium,0
0.485,1,0.0,1,43,74.6,0,NA,AdTier,0
0.488,5,2.51,1,14,64.1,0,NA,Standard,1
0.556,6,3.38,1,8,49.4,0,NA,Premium,0
0.44,1,5.82,0,2,67.7,0,APAC,Premium,0
0.583,1,2.2,1,56,26.1,0,LATAM,Premium,0
0.436,2,8.32,1,8,29.7,0,NA,Basic,0
0.48,0,4.52,1,1,63.4,2,NA,Premium,0
0.635,1,0.0,0,3,26.2,3,NA,Premium,0
0.588,0,0.09,0,19,18.5,0,EU,Basic,0
0.526,2,3.47,1,22,38.6,1,NA,AdTier,0
0.464,3,0.71,1,2,27.4,1,NA,Standard,0
0.488,2,4.1,1,23,82.3,1,NA,Premium,0
0.524,5,2.09,0,6,60.5,0,EU,Premium,0
0.522,0,0.61,0,7,33.5,0,NA,Premium,0
0.515,0,1.07,1,57,25.0,0,EU,Basic,0
0.518,1,4.7,1,20,51.8,0,APAC,Premium,0
0.507,1,0.0,0,84,68.8,0,LATAM,Standard,0
0.433,1,5.09,1,14,50.8,2,NA,Standard,0
0.489,1,5.15,0,46,26.0,1,APAC,Basic,0
0.575,3,2.34,0,8,16.3,2,EU,Standard,0
0.438,2,0.19,0,10,37.4,0,NA,Premium,0
0.509,1,4.11,0,4,51.3,2,NA,Standard,1
0.471,1,2.03,1,30,35.6,0,EU,Basic,0
0.527,1,0.0,0,14,65.2,2,APAC,AdTier,0
0.497,2,6.82,1,60,55.5,0,LATAM,Standard,0
0.609,3,1.23,0,9,49.7,0,EU,Standard,1
0.55,2,0.06,1,6,55.1,0,APAC,AdTier,0
0.441,3,3.57,0,10,17.2,1,NA,Standard,0
0.56,1,2.86,0,27,35.0,0,APAC,Standard,0
0.474,1,5.97,0,37,24.2,0,NA,Basic,0
0.485,0,2.24,1,11,52.7,2,EU,Premium,0
0.539,3,2.26,1,17,24.5,0,APAC,Premium,0
0.49,1,3.67,0,1,46.6,0,NA,Standard,1
0.574,2,3.4,0,8,41.7,1,NA,Premium,0
0.474,1,3.46,0,5,57.0,1,LATAM,Basic,0
0.483,1,3.54,0,62,21.1,0,NA,Standard,0
0.481,1,3.33,0,6,54.0,0,NA,Premium,1
0.486,3,2.17,1,93,23.6,2,EU,AdTier,0
0.586,3,4.67,1,28,25.7,0,EU,Premium,0
0.558,3,2.28,0,8,42.1,0,NA,Premium,0
0.623,1,4.61,1,16,68.9,0,LATAM,Premium,0
0.656,2,5.78,1,2,28.2,1,NA,Basic,0
0.458,1,1.64,0,30,9.4,0,EU,Standard,0
0.524,1,7.81,1,11,26.1,1,NA,Premium,0
0.449,5,1.57,0,13,37.3,0,NA,Premium,0
0.473,3,1.59,0,12,82.4,0,NA,Premium,0
0.482,1,4.08,0,73,52.8,0,NA,Standard,1
0.457,0,3.88,0,29,29.9,1,EU,Standard,0
0.457,2,3.14,0,18,42.2,0,APAC,Premium,1
0.511,0,4.64,1,9,76.4,0,APAC,Standard,0
0.447,1,3.51,0,27,40.2,0,EU,Standard,0
0.571,0,7.13,0,9,40.4,0,EU,Basic,0
0.465,4,2.89,1,55,36.9,1,NA,Standard,0
0.689,3,1.29,1,7,58.9,1,NA,Premium,0
0.493,1,1.9,1,2,34.5,1,EU,Standard,0
0.524,0,3.94,1,25,62.4,0,EU,Premium,0
0.442,1,3.97,1,17,66.3,1,EU,AdTier,0
0.622,3,3.41,1,5,57.3,1,APAC,Standard,1
0.587,3,1.3,0,91,40.5,1,NA,Premium,0
0.538,1,5.22,0,8,17.0,1,NA,Standard,0
0.439,1,6.87,0,3,40.5,1,LATAM,Standard,1
0.533,1,3.06,0,23,31.6,1,NA,Standard,0
0.453,3,6.62,0,27,29.4,2,LATAM,Standard,1
0.608,3,4.73,0,21,40.2,0,NA,Premium,1
0.569,3,7.44,0,27,54.6,0,NA,Premium,0
0.526,0,3.95,0,33,32.5,3,EU,Standard,0
0.4,0,3.27,0,3,17.5,1,NA,Basic,0
0.461,0,4.68,0,19,25.8,2,APAC,AdTier,0
0.561,0,2.13,1,36,78.8,0,EU,AdTier,1
0.593,1,3.81,0,15,56.0,3,EU,Standard,1
0.587,4,5.66,0,4,25.8,0,NA,AdTier,1
0.424,2,4.64,0,6,70.8,0,NA,AdTier,0
0.538,4,2.94,1,17,40.2,0,EU,Standard,0
0.581,0,3.4,1,24,90.6,1,NA,Standard,0
0.42,0,4.52,0,5,50.2,1,EU,Basic,0
0.52,1,4.45,1,1,56.3,0,EU,Standard,1
0.536,1,4.5,1,27,61.7,0,APAC,Standard,0
0.502,3,3.68,1,15,74.7,1,EU,Basic,0
0.409,3,1.35,1,13,36.2,0,APAC,Standard,0
0.5,2,1.67,0,70,73.0,1,NA,Basic,0
0.5,2,3.92,0,53,32.5,2,APAC,Standard,1
0.511,2,4.66,0,5,37.8,0,EU,AdTier,1
0.486,1,4.4,0,45,45.2,0,NA,Premium,0
0.493,2,1.65,0,24,63.4,1,NA,Premium,0
0.518,2,2.7,1,5,38.4,0,APAC,Standard,1
0.547,1,0.65,0,10,78.0,1,NA,Standard,0
0.502,2,0.22,0,40,71.5,0,NA,Standard,0
0.495,4,3.16,1,26,45.8,1,EU,Standard,0
0.526,0,5.72,0,3,25.7,1,NA,Premium,0
0.405,1,3.2,0,73,65.0,0,NA,Standard,1
0.549,1,6.82,0,8,3.1,0,NA,Standard,0
0.52,1,2.67,0,10,59.8,1,EU,Standard,1
0.522,2,3.06,0,22,28.5,1,LATAM,Basic,1
0.578,2,1.02,0,31,70.1,1,APAC,Basic,0
0.403,3,2.31,0,2,17.3,1,NA,Basic,0
0.402,1,0.62,0,7,31.8,0,NA,AdTier,0
0.536,2,0.0,1,64,53.8,0,APAC,AdTier,0
0.52,2,0.65,0,74,57.0,0,APAC,Basic,0
0.53,5,3.17,0,12,32.5,0,NA,Standard,0
0.492,1,1.53,0,7,38.4,0,APAC,Standard,0
0.56,3,2.0,1,4,64.1,3,LATAM,Standard,1
0.576,5,3.82,1,27,65.1,0,NA,Standard,0
0.549,0,0.0,0,8,38.0,0,APAC,AdTier,0
0.504,1,3.16,1,33,32.9,2,EU,Basic,1
0.4,4,4.7,0,1,17.6,0,APAC,Standard,1
0.566,4,4.87,1,29,50.1,0,NA,Standard,0
0.593,0,4.03,1,13,61.3,1,NA,Standard,0
0.559,1,2.9,0,25,48.0,1,EU,Standard,0
0.467,3,1.75,0,10,26.5,0,NA,Basic,0
0.56,1,2.84,0,29,80.7,0,EU,AdTier,0
0.572,2,6.31,1,9,2.9,0,EU,Standard,0
0.614,1,3.55,0,16,62.6,1,NA,Premium,0
0.467,2,2.79,0,3,49.3,0,APAC,Standard,0
0.506,0,4.13,1,36,54.4,0,NA,Basic,0
0.565,2,3.1,0,43,29.3,0,APAC,AdTier,0
0.523,0,3.45,1,4,42.0,0,EU,Standard,0
0.453,0,2.51,0,26,50.9,0,EU,Premium,0
0.545,1,2.17,1,4,43.3,1,APAC,AdTier,1
0.555,2,4.99,1,6,9.1,1,EU,Standard,1
0.525,1,0.0,0,8,79.3,0,NA,Standard,0
0.533,1,3.96,0,15,58.0,1,NA,Standard,1
0.504,2,2.05,0,14,45.7,1,EU,Basic,1
0.609,3,0.0,1,22,47.0,0,APAC,Basic,0
0.466,4,1.05,0,11,78.7,1,EU,Premium,1
0.485,1,2.93,1,71,30.1,0,NA,AdTier,0
0.521,4,3.2,1,58,25.6,1,LATAM,Premium,0
0.573,2,4.48,1,16,62.0,1,EU,Standard,0
0.43,3,4.62,0,7,54.3,1,EU,Basic,0
0.441,2,0.0,0,1,24.8,0,APAC,Standard,0
0.4,3,3.76,0,2,66.8,2,NA,AdTier,0
0.522,1,4.46,0,18,50.9,0,APAC,Standard,0
0.453,2,3.44,0,6,27.0,1,NA,Standard,0
0.497,2,4.0,0,58,54.8,0,NA,AdTier,0
0.56,1,0.0,1,12,51.8,0,NA,AdTier,0
0.482,3,1.02,0,24,43.2,0,APAC,Standard,0
0.534,3,5.73,0,2,52.7,0,APAC,AdTier,0
0.502,3,2.44,0,19,57.5,1,NA,Standard,0
0.56,1,7.45,1,3,63.3,0,NA,Premium,1
0.549,3,0.44,1,10,47.1,1,NA,Standard,0
0.478,5,6.13,0,3,39.6,0,NA,Basic,0
0.51,2,1.78,0,4,49.8,0,EU,Premium,0
0.583,2,4.72,0,31,68.8,0,EU,Standard,0
0.544,1,2.41,1,18,57.6,1,NA,AdTier,0
0.436,5,3.23,0,3,38.5,0,EU,Standard,0
0.559,2,4.19,0,3,46.1,0,EU,Standard,0
0.455,0,1.77,1,9,78.3,0,NA,Standard,0
0.605,2,4.6,0,37,60.0,0,APAC,Premium,0
0.581,3,2.47,0,6,48.0,0,EU,Basic,1
0.537,0,3.36,0,1,67.8,0,APAC,Premium,1
0.529,3,0.0,1,9,34.1,1,EU,Standard,0
0.507,3,2.33,0,6,51.6,0,APAC,Standard,0
0.561,2,5.53,1,2,82.5,1,EU,Basic,0
0.498,0,4.39,1,1,58.1,0,APAC,Basic,1
0.534,0,4.77,1,56,77.4,1,EU,Standard,0
0.572,3,3.11,0,6,43.3,1,NA,Premium,0
0.486,3,6.35,0,18,35.5,0,NA,Standard,1
0.483,5,3.58,1,37,68.2,0,EU,Basic,0
0.448,3,1.68,1,6,8.4,0,APAC,Standard,0
0.456,2,4.71,1,4,48.6,0,EU,Premium,0
0.41,1,4.85,1,26,65.6,0,NA,Premium,0
0.564,2,4.26,1,10,56.3,1,NA,Standard,0
0.629,5,2.19,0,120,2.9,1,EU,Standard,0
0.606,2,3.56,0,1,18.1,1,EU,Standard,0
0.422,1,5.79,0,6,42.7,0,EU,Standard,0
0.563,2,3.96,0,13,54.5,0,NA,Premium,0
0.605,2,0.04,0,1,55.3,0,NA,Standard,0
0.493,1,1.74,0,1,44.9,2,EU,Premium,0
0.526,2,1.65,0,4,59.6,0,LATAM,Premium,0
0.4,1,1.49,0,5,53.7,1,LATAM,Standard,0
0.536,0,0.0,1,28,42.4,1,NA,AdTier,0
0.456,1,6.78,1,1,55.8,0,NA,AdTier,0
0.532,1,1.25,0,7,32.1,0,LATAM,Standard,0
0.426,4,1.39,1,2,57.7,0,APAC,Premium,0
0.553,3,0.0,0,27,28.1,1,APAC,AdTier,0
0.581,3,4.73,0,14,54.7,1,EU,Standard,1
0.473,3,2.82,0,2,54.3,1,APAC,AdTier,1
0.452,1,2.3,0,26,39.0,0,APAC,Basic,0
0.4,4,2.4,0,1,57.7,1,APAC,AdTier,0
0.504,3,4.18,1,13,75.9,0,APAC,Premium,0
0.485,6,2.04,0,26,24.6,0,EU,Basic,0
0.427,2,0.0,1,15,64.1,0,LATAM,Basic,0
0.547,2,0.42,0,32,66.7,0,LATAM,Premium,0
0.493,3,0.31,0,6,40.9,0,EU,Standard,0
0.455,1,3.55,1,11,61.0,3,LATAM,Basic,0
0.487,1,4.86,1,3,39.9,1,NA,Standard,0
0.584,0,5.93,0,23,70.1,0,NA,Basic,1
0.556,1,0.0,1,24,0.0,1,NA,Basic,0
0.512,1,4.24,0,5,73.9,0,NA,Standard,1
0.557,4,1.77,1,28,22.8,0,NA,Standard,0
0.45,4,8.85,1,6,46.8,0,LATAM,Standard,1
0.522,3,5.77,0,1,28.7,0,NA,Premium,1
0.529,0,6.4,0,63,74.9,1,LATAM,Basic,0
0.492,0,4.6,1,25,40.4,0,NA,AdTier,0
0.546,1,3.76,0,83,34.2,3,NA,AdTier,0
0.473,2,2.19,1,18,67.4,0,NA,AdTier,1
0.551,1,1.8,0,28,59.6,1,EU,Standard,0
0.553,6,1.4,0,24,38.3,0,LATAM,AdTier,1
0.4,3,4.24,0,28,25.2,0,NA,Premium,0
0.591,1,6.12,1,4,22.5,1,NA,Standard,0
0.4,2,2.29,0,16,70.5,3,APAC,AdTier,0
0.483,3,1.56,0,8,53.4,0,EU,Standard,0
0.582,0,0.03,0,33,48.5,2,NA,Standard,0
0.501,5,3.49,1,4,54.8,0,EU,Standard,0
0.432,2,5.46,0,2,6.0,1,APAC,Standard,1
0.454,1,5.56,0,2,38.5,0,NA,Premium,1
0.582,1,5.76,0,8,39.0,0,EU,Premium,1
0.405,2,3.83,0,59,64.6,0,APAC,Premium,0
0.588,1,3.18,0,8,15.6,0,NA,Standard,0
0.517,1,5.56,0,1,66.1,0,APAC,AdTier,0
0.448,1,0.78,1,28,80.9,1,LATAM,Standard,1
0.485,2,2.12,1,10,10.6,0,NA,Standard,0
0.459,2,6.42,0,26,45.3,0,NA,Basic,1
0.572,6,0.85,0,1,55.0,0,EU,Standard,0
0.564,7,2.93,1,5,62.5,1,EU,Premium,1
0.417,2,4.26,0,20,1.7,0,EU,Standard,0
0.496,2,3.17,0,2,51.8,0,LATAM,Standard,0
0.468,4,5.3,1,25,40.6,0,NA,Standard,0
0.598,5,6.05,0,9,39.3,1,NA,Standard,1
0.439,3,3.96,0,16,86.4,0,NA,Standard,0
0.616,1,5.78,1,16,40.7,1,APAC,AdTier,0
0.518,1,1.14,0,18,54.0,0,NA,AdTier,0
0.45,2,2.68,1,39,42.6,0,EU,AdTier,0
0.479,2,7.81,0,2,49.8,0,LATAM,Premium,1
0.472,4,6.89,0,40,56.1,2,NA,AdTier,1
0.444,2,0.45,1,1,62.9,0,NA,Standard,0
0.526,1,2.97,1,13,29.5,0,APAC,Basic,0
0.446,1,3.27,1,6,48.1,1,NA,AdTier,0
0.4,0,3.83,0,6,48.8,0,EU,Premium,0
0.497,2,5.55,1,9,12.0,2,EU,Standard,1
0.412,2,6.68,0,10,25.9,1,APAC,Standard,0
0.475,2,3.07,0,37,62.8,0,NA,Standard,0
0.465,1,5.24,1,45,35.8,0,APAC,Standard,0
0.468,1,4.3,0,57,97.2,0,APAC,Premium,0
0.64,2,2.96,0,64,64.3,0,NA,Standard,0
0.523,1,0.0,1,34,54.0,2,NA,Standard,0
0.535,1,5.04,1,7,75.2,1,APAC,Basic,0
0.413,0,4.21,0,2,60.5,0,EU,Premium,0
0.481,2,3.78,0,54,48.7,0,EU,Premium,0
0.533,3,1.04,1,11,16.7,1,NA,Basic,0
0.459,1,6.92,0,53,58.3,0,APAC,Standard,0
0.574,0,3.3,0,1,72.9,1,NA,Standard,0
0.448,3,0.72,0,21,33.1,0,NA,Premium,0
0.503,1,0.4,0,2,8.5,0,APAC,Basic,0
0.485,2,4.35,0,3,23.6,1,LATAM,Standard,1
0.53,3,4.41,1,9,80.2,0,NA,Standard,0
0.482,1,2.07,1,2,46.6,1,EU,AdTier,0
0.504,1,3.93,0,10,74.2,0,NA,Premium,0
0.506,1,4.34,0,14,45.4,0,NA,Standard,0
0.476,3,3.28,1,32,35.1,0,NA,Standard,0
0.549,1,1.6,0,7,87.7,2,APAC,Standard,1
0.534,1,4.92,1,28,37.6,1,EU,Basic,0
0.515,4,4.68,0,24,40.0,1,APAC,Standard,1
0.494,1,4.14,1,54,54.2,0,NA,Basic,0
0.568,2,1.33,0,1,39.2,0,EU,Premium,0
0.506,3,0.34,1,38,60.6,1,EU,AdTier,1
0.502,2,3.15,1,48,53.9,0,EU,Basic,0
0.526,2,4.86,0,39,54.7,0,LATAM,AdTier,0
0.622,0,5.08,1,17,32.7,1,LATAM,Standard,1
0.44,3,4.17,0,12,11.8,1,APAC,Basic,1
0.566,2,2.1,0,6,28.4,0,NA,Basic,0
0.406,0,1.39,1,27,30.1,0,APAC,Basic,0
0.533,3,2.97,1,6,50.9,0,LATAM,Standard,0
0.615,3,2.99,0,1,28.7,0,NA,Standard,0
0.549,3,5.21,0,24,15.7,0,NA,Standard,1
0.53,1,2.04,0,35,22.1,0,EU,Premium,0
0.486,1,2.21,0,24,52.8,0,EU,Standard,0
0.522,2,7.11,0,54,58.7,1,NA,Basic,1
0.505,1,6.1,0,1,34.9,0,NA,Premium,0
0.473,4,1.23,0,13,37.0,1,NA,Standard,0
0.503,3,5.94,1,4,57.3,1,EU,Premium,0
0.532,4,0.76,1,22,48.3,1,NA,Premium,0
0.474,0,2.13,1,27,68.7,0,LATAM,Premium,1
0.472,2,2.36,0,3,41.8,0,EU,Standard,0
0.438,1,2.84,0,18,28.4,1,NA,AdTier,0
0.543,2,4.24,0,10,66.7,0,APAC,Basic,0
0.553,0,3.21,0,4,38.8,0,NA,Standard,1
0.534,2,4.23,0,8,29.2,0,APAC,Premium,0
0.578,2,2.2,0,5,62.9,0,APAC,AdTier,0
0.525,3,3.75,1,13,74.0,0,EU,Premium,1
0.544,1,3.16,1,12,48.7,1,NA,Premium,0
0.538,3,0.22,0,29,24.9,0,EU,AdTier,0
0.515,2,3.97,0,1,75.7,0,EU,Standard,0
0.488,1,3.19,1,21,52.5,0,NA,Standard,0
0.653,1,1.57,1,23,49.4,0,APAC,Premium,0
0.493,2,2.15,0,15,36.9,0,NA,Standard,0
0.48,4,2.2,1,27,67.6,0,APAC,Standard,0
0.546,2,2.51,0,1,22.8,0,EU,Premium,0
0.535,3,6.52,1,1,20.9,0,EU,Standard,0
0.436,4,7.18,1,23,82.9,2,NA,AdTier,0
0.587,2,0.0,0,19,27.8,0,NA,Standard,0
0.514,1,3.98,0,38,64.2,0,EU,Premium,1
0.453,2,4.91,1,11,72.6,1,APAC,Basic,0
0.591,1,2.57,0,14,49.2,0,LATAM,AdTier,0
0.558,4,4.86,1,34,27.4,0,NA,AdTier,0
0.444,2,6.31,0,20,57.6,1,LATAM,Premium,0
0.627,1,0.26,1,20,72.8,1,NA,Standard,0
0.56,1,3.27,1,17,51.8,0,LATAM,Standard,0
0.519,1,6.91,1,61,30.1,1,NA,Basic,0
0.615,0,0.52,0,20,51.1,0,EU,Basic,0
0.53,2,2.77,0,3,17.3,0,APAC,Standard,1
0.518,3,2.1,0,5,25.5,0,NA,Standard,1
0.48,3,5.1,0,2,39.8,1,LATAM,AdTier,0
0.555,2,5.38,0,16,46.2,2,LATAM,Premium,1
0.549,4,3.32,0,1,21.0,1,NA,Premium,1
0.521,1,3.06,1,14,50.0,0,NA,Premium,0
0.473,1,0.0,1,28,55.4,0,NA,Standard,0
0.528,0,5.85,1,8,40.7,2,NA,AdTier,0
0.516,1,2.29,1,7,1.8,0,EU,Standard,0
0.44,0,2.72,1,1,47.1,0,NA,Standard,0
0.432,1,4.94,0,8,81.3,0,EU,Premium,0
0.554,1,3.4,0,4,54.2,1,NA,Standard,0
0.4,2,5.01,1,62,45.3,1,APAC,Premium,0
0.532,5,4.21,1,41,37.6,0,NA,Standard,1
0.491,1,3.41,1,1,56.5,0,EU,Standard,0
0.598,1,3.62,0,38,49.2,1,EU,Basic,1
0.49,1,0.75,1,2,59.1,0,NA,Premium,0
0.56,3,2.7,0,8,23.1,0,APAC,Premium,1
0.496,3,5.17,0,18,47.4,0,NA,Premium,0
0.527,4,1.2,0,13,35.8,1,APAC,Standard,0
0.564,1,1.57,0,12,52.4,1,NA,AdTier,0
0.492,4,1.24,0,29,6.1,0,NA,Basic,1
0.58,1,3.31,1,1,37.1,0,LATAM,Standard,0
0.46,4,5.81,0,41,55.8,0,NA,Premium,0
0.538,2,4.09,1,24,59.1,0,NA,Premium,0
0.575,4,0.0,0,64,44.4,0,NA,Premium,0
0.56,3,4.3,0,4,1.8,0,EU,AdTier,0
0.635,0,2.12,0,12,57.8,0,APAC,Standard,1
0.474,1,4.02,0,7,76.7,0,NA,Premium,0
0.437,0,2.7,0,13,28.2,1,EU,Standard,0
0.46,2,1.28,0,14,36.5,0,APAC,Premium,0
0.56,2,2.86,0,14,61.1,2,APAC,Standard,1
0.55,2,2.12,0,3,61.7,1,APAC,Standard,1
0.526,1,3.62,0,43,66.9,0,NA,AdTier,0
0.453,1,1.23,0,25,65.3,0,NA,Premium,0
0.566,0,0.75,0,37,14.4,0,EU,Premium,0
0.447,1,4.46,0,1,35.4,0,EU,Standard,0
0.59,1,5.22,0,10,57.5,2,APAC,Basic,0
0.691,1,4.16,1,7,43.3,0,LATAM,Standard,0
0.542,4,1.7,0,32,52.3,2,APAC,Basic,1
0.555,0,1.52,1,5,42.4,1,EU,Premium,0
0.49,4,1.64,1,18,36.3,0,EU,Premium,0
0.411,3,4.78,0,15,40.2,0,NA,Basic,0
0.484,2,1.35,1,13,22.6,1,EU,Standard,0
0.454,4,4.77,1,15,30.5,2,NA,AdTier,0
0.433,1,4.27,1,17,43.7,0,APAC,Basic,1
0.623,1,5.48,1,24,44.0,0,APAC,Standard,1
0.536,3,5.13,0,4,56.4,0,LATAM,Basic,0
0.543,3,4.09,0,32,39.3,0,EU,Standard,0
0.501,2,0.06,0,4,78.5,1,NA,Standard,0
0.51,2,4.22,1,3,69.6,0,NA,Standard,0
0.578,4,3.23,0,8,35.0,3,LATAM,Premium,1
0.518,1,2.25,0,15,49.0,0,NA,Standard,0
0.552,2,5.72,1,17,69.3,1,NA,Basic,0
0.508,1,2.7,0,30,32.2,0,NA,Premium,0
0.499,1,1.94,0,30,30.0,2,APAC,Standard,0
0.436,2,5.25,0,18,71.0,1,NA,Premium,0
0.401,1,2.19,0,17,58.8,1,NA,Standard,0
0.504,1,1.84,0,5,66.5,0,APAC,Standard,0
0.523,3,0.75,0,1,51.3,1,EU,Basic,0
0.443,1,1.36,1,11,39.9,1,EU,Premium,0
0.518,3,1.53,0,7,18.2,0,NA,Standard,0
0.523,2,4.24,0,3,47.7,0,NA,AdTier,1
0.4,3,0.96,1,34,69.6,1,NA,Standard,0
0.465,1,0.0,0,11,69.9,0,LATAM,Premium,0
0.544,4,3.61,0,38,66.4,0,NA,Standard,0
0.543,1,1.73,0,33,60.7,0,NA,AdTier,0
0.451,4,2.97,1,38,89.2,0,NA,Standard,0
0.53,1,5.56,0,42,14.0,0,EU,Standard,0
0.581,2,3.14,1,22,49.6,1,NA,AdTier,0
0.567,0,6.02,1,5,26.3,0,APAC,Basic,0
0.514,1,2.86,1,16,76.0,2,APAC,Premium,0
0.492,0,5.01,0,5,33.9,0,EU,AdTier,0
0.482,3,1.91,1,8,65.2,0,APAC,AdTier,0
0.548,2,3.22,0,6,36.0,0,NA,Premium,0
0.532,2,1.13,0,2,53.4,0,EU,Basic,0
0.558,3,1.37,0,51,42.8,1,NA,Standard,1
0.528,2,2.55,0,1,44.7,0,NA,Premium,0
0.569,0,0.34,1,10,51.7,1,EU,Standard,0
0.526,1,3.32,0,2,63.4,0,EU,Premium,0
0.567,1,2.39,0,22,42.8,0,APAC,AdTier,0
0.572,4,3.47,0,24,62.8,1,LATAM,Premium,1
0.472,3,0.37,0,9,65.8,0,NA,Standard,0
0.412,6,4.4,1,1,36.7,0,EU,Premium,0
0.613,2,6.4,0,32,82.7,1,APAC,Standard,0
0.535,1,5.97,1,3,59.9,0,EU,Premium,0
0.417,1,6.81,0,23,36.4,0,EU,Standard,0
0.477,1,3.08,1,1,57.3,1,EU,Premium,0
0.566,1,2.3,1,1,65.8,2,NA,Standard,0
0.503,4,3.98,0,18,56.8,0,EU,Standard,0
0.489,1,2.52,1,13,49.0,0,EU,Basic,0
0.604,3,0.0,0,13,0.0,0,NA,Premium,1
0.457,0,4.64,0,13,25.7,0,LATAM,AdTier,1
0.472,3,2.53,0,38,58.6,0,NA,Standard,0
0.533,1,0.07,0,2,25.3,0,LATAM,Premium,0
0.543,1,1.98,1,27,55.3,0,EU,Premium,0
0.55,4,2.58,1,5,62.7,1,NA,Premium,0
0.575,5,3.02,0,5,42.7,1,NA,AdTier,1
0.532,2,3.05,1,2,9.7,0,APAC,AdTier,0
0.549,2,5.74,0,45,30.3,0,NA,AdTier,0
0.504,0,0.42,0,36,58.7,0,NA,Standard,0
0.524,3,2.7,1,8,70.1,0,EU,Basic,1
0.526,1,1.24,0,18,3.4,0,LATAM,Standard,0
0.533,2,5.51,1,18,46.6,1,NA,Standard,0
0.566,0,1.88,0,16,15.6,1,EU,Basic,0
0.553,5,2.31,0,10,46.8,0,APAC,Premium,0
0.523,2,5.1,0,8,41.9,1,EU,AdTier,0
0.471,3,5.65,0,19,92.2,0,NA,Premium,0
0.524,2,5.95,0,23,34.2,0,EU,Standard,0
0.518,0,0.0,0,11,66.0,0,EU,Standard,1
0.532,1,3.97,0,6,65.2,0,NA,AdTier,0
0.652,4,3.54,1,54,41.1,1,NA,Standard,0
0.489,1,2.9,0,2,47.4,2,EU,Standard,0
0.545,1,3.13,0,8,45.0,2,NA,AdTier,0
0.584,2,5.57,0,6,30.1,0,APAC,Premium,1
0.526,0,5.08,0,13,28.4,1,EU,Standard,1
0.66,4,4.79,0,10,36.8,1,NA,Standard,1
